"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/temporalCoverage","temporalCoverage","The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in <a href=""https://en.wikipedia.org/wiki/ISO_8601#Time_intervals"">ISO 8601 time interval format</a>. In
      the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written ""2011/2012""). Other forms of content e.g. ScholarlyArticle, Book, TVSeries or TVEpisode may indicate their temporalCoverage in broader terms - textually or via well-known URL.
      Written works such as books may sometimes have precise temporal coverage too, e.g. a work set in 1939 - 1945 can be indicated in ISO 8601 interval format format via ""1939/1945"".","","http://purl.org/dc/terms/temporal","","http://schema.org/CreativeWork","http://schema.org/DateTime, http://schema.org/Text, http://schema.org/URL","","http://schema.org/datasetTimeInterval, http://schema.org/temporal",""
"http://schema.org/text","text","The textual content of this CreativeWork.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/thumbnail","thumbnail","Thumbnail image for an image or video.","","","","http://schema.org/ImageObject, http://schema.org/VideoObject","http://schema.org/ImageObject","","",""
"http://schema.org/thumbnailUrl","thumbnailUrl","A thumbnail image relevant to the Thing.","","","","http://schema.org/CreativeWork","http://schema.org/URL","","",""
"http://schema.org/tickerSymbol","tickerSymbol","The exchange traded instrument associated with a Corporation object. The tickerSymbol is expressed as an exchange and an instrument name separated by a space character. For the exchange component of the tickerSymbol attribute, we reccommend using the controlled vocaulary of Market Identifier Codes (MIC) specified in ISO15022.","","","","http://schema.org/Corporation","http://schema.org/Text","","",""
"http://schema.org/ticketNumber","ticketNumber","The unique identifier for the ticket.","","","","http://schema.org/Ticket","http://schema.org/Text","","",""
"http://schema.org/ticketToken","ticketToken","Reference to an asset (e.g., Barcode, QR code image or PDF) usable for entrance.","","","","http://schema.org/Ticket","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/ticketedSeat","ticketedSeat","The seat associated with the ticket.","","","","http://schema.org/Ticket","http://schema.org/Seat","","",""
"http://schema.org/timeRequired","timeRequired","Approximate or typical time it takes to work with or through this learning resource for the typical intended target audience, e.g. 'P30M', 'P1H25M'.","","","","http://schema.org/CreativeWork","http://schema.org/Duration","","",""
"http://schema.org/title","title","The title of the job.","","","","http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/toLocation","toLocation","A sub property of location. The final location of the object or the agent after the action.","http://schema.org/location","","","http://schema.org/ExerciseAction, http://schema.org/InsertAction, http://schema.org/MoveAction, http://schema.org/TransferAction","http://schema.org/Place","","",""
"http://schema.org/toRecipient","toRecipient","A sub property of recipient. The recipient who was directly sent the message.","http://schema.org/recipient","","","http://schema.org/Message","http://schema.org/Audience, http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/tool","tool","A sub property of instrument. An object used (but not consumed) when performing instructions or a direction.","http://schema.org/instrument","","","http://schema.org/HowTo, http://schema.org/HowToDirection","http://schema.org/HowToTool, http://schema.org/Text","","",""
"http://schema.org/totalPaymentDue","totalPaymentDue","The total amount due.","","","","http://schema.org/Invoice","http://schema.org/MonetaryAmount, http://schema.org/PriceSpecification","","",""
"http://schema.org/totalPrice","totalPrice","The total price for the reservation or ticket, including applicable taxes, shipping, etc.","","","","http://schema.org/Reservation, http://schema.org/Ticket","http://schema.org/Number, http://schema.org/PriceSpecification, http://schema.org/Text","","",""
"http://schema.org/totalTime","totalTime","The total time required to perform instructions or a direction (including time to prepare the supplies), in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>.","","","","http://schema.org/HowTo, http://schema.org/HowToDirection","http://schema.org/Duration","","",""
"http://schema.org/touristType","touristType","Attraction suitable for type(s) of tourist. eg. Children, visitors from a particular country, etc.","","","","http://schema.org/TouristAttraction","http://schema.org/Audience, http://schema.org/Text","","",""
"http://schema.org/track","track","A music recording (track)&#x2014;usually a single song. If an ItemList is given, the list should contain items of type MusicRecording.","","","","http://schema.org/MusicGroup, http://schema.org/MusicPlaylist","http://schema.org/ItemList, http://schema.org/MusicRecording","","http://schema.org/tracks",""
"http://schema.org/trackingNumber","trackingNumber","Shipper tracking number.","","","","http://schema.org/ParcelDelivery","http://schema.org/Text","","",""
"http://schema.org/trackingUrl","trackingUrl","Tracking url for the parcel delivery.","","","","http://schema.org/ParcelDelivery","http://schema.org/URL","","",""
"http://schema.org/tracks","tracks","A music recording (track)&#x2014;usually a single song.","","","","http://schema.org/MusicGroup, http://schema.org/MusicPlaylist","http://schema.org/MusicRecording","","","http://schema.org/track"
"http://schema.org/trailer","trailer","The trailer of a movie or tv/radio series, season, episode, etc.","","","","http://schema.org/CreativeWorkSeason, http://schema.org/Episode, http://schema.org/Movie, http://schema.org/MovieSeries, http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGame, http://schema.org/VideoGameSeries","http://schema.org/VideoObject","","",""
"http://schema.org/trainName","trainName","The name of the train (e.g. The Orient Express).","","","","http://schema.org/TrainTrip","http://schema.org/Text","","",""
"http://schema.org/trainNumber","trainNumber","The unique identifier for the train.","","","","http://schema.org/TrainTrip","http://schema.org/Text","","",""
"http://schema.org/transFatContent","transFatContent","The number of grams of trans fat.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/transcript","transcript","If this MediaObject is an AudioObject or VideoObject, the transcript of that object.","","","","http://schema.org/AudioObject, http://schema.org/VideoObject","http://schema.org/Text","","",""
"http://schema.org/translator","translator","Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event.","","","","http://schema.org/CreativeWork, http://schema.org/Event","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/typeOfBed","typeOfBed","The type of bed to which the BedDetail refers, i.e. the type of bed available in the quantity indicated by quantity.","","","","http://schema.org/BedDetails","http://schema.org/BedType, http://schema.org/Text","","",""
